166,図書(和書),NHK年鑑　'88　　　,,日本放送協会放送文化調査研究所放送情報調査部／編,日本放送出版協会,198809,699.21,○
167,図書(和書),NHK年鑑　'89　　　,,日本放送協会放送文化調査研究所放送情報調査部／編,日本放送出版協会,198910,699.21,○
168,図書(和書),NHK年鑑　'90　　　,,日本放送協会放送文化研究所放送情報調査部／編,日本放送出版協会,199010,699.21,○
169,図書(和書),NHK年鑑　'91　　　,,日本放送協会放送文化研究所放送情報調査部／編,日本放送出版協会,199110,699.21,○
170,図書(和書),NHK年鑑　'92　　　,,日本放送協会放送文化研究所放送情報調査部／編,日本放送出版協会,199210,699.21,○
171,図書(和書),NHK年鑑　'93　　　,,日本放送協会放送文化研究所放送情報調査部／編,日本放送出版協会,199310,699.21,○
172,図書(和書),NHK年鑑　'94　　　,,日本放送協会放送文化研究所放送情報調査部／編,日本放送出版協会,199410,699.21,○
173,図書(和書),NHK年鑑　'95　　　,,日本放送協会放送文化研究所放送情報調査部／編,日本放送出版協会,199510,699.21,○
174,図書(和書),NHK年鑑　'96　　　,,日本放送協会放送文化研究所放送情報調査部／編,日本放送出版協会,199610,699.21,○
175,図書(和書),NHK年鑑　'97　　　,,日本放送協会放送文化研究所(メディア情報)／編,日本放送出版協会,199710,699.21,○
176,図書(和書),NHK年鑑　'86　'85.4→'86.3　　,,日本放送協会放送文化調査研究所放送情報調査部／編,日本放送出版協会,198609,699.21,○
177,図書(和書),NHK年鑑　1957　　　,,日本放送協会／編,日本放送出版協会,195611,699.21,×
178,図書(和書),NHK年鑑　'68　　　,,日本放送協会総合放送文化研究所放送史編修室／編集,日本放送出版協会,196800,699.21,×
179,図書(和書),NHK年鑑　'69　　　,,日本放送協会／編,日本放送出版協会,196900,699.21,×
180,図書(和書),NHKの内幕　　　　三一新書 1065,三一新書 1065,石井 清司／著,三一書房,199309,699.21,○
181,図書(和書),NHKの正体　　　　OAK MOOK 293 撃論ムック,OAK MOOK 293 撃論ムック,西村 幸祐／責任編集,オークラ出版,200907,699.21,○
182,図書(和書),NHK独り勝ちの功罪　　　　ベスト新書 359,ベスト新書 359,小田桐 誠／著,ベストセラーズ,201201,699.21,×
183,図書(和書),NHK亡国論　　　　,,西村 幸祐／著,ベストセラーズ,201410,699.21,○
184,図書(和書),NHK民営化論　　　　B&Tブックス,B&Tブックス,粟津 孝幸／著,日刊工業新聞社,200010,699.21,○
185,図書(和書),NHK問題　　　　ちくま新書 635,ちくま新書 635,武田 徹／著,筑摩書房,200612,699.21,○
186,図書(和書),NHK歴史番組を斬る!　　　　歴史新書y 027,歴史新書y 027,鈴木 眞哉／著,洋泉社,201205,699.63,○
187,図書(和書),NHKはなぜ金持ちなのか?　　　　双葉新書 086,双葉新書 086,小田桐 誠／著,双葉社,201404,699.21,○
188,図書(和書),NHKはなぜ、反知性主義に乗っ取られたのか　　　　,,上村 達男／著,東洋経済新報社,201510,699.21,○
189,図書(和書),NHKvs日本政治　　　　,,エリス・クラウス／著,東洋経済新報社,200611,699.21,○
190,図書(和書),FENを一週間で聴きこなす方法　　　　ムックの本,ムックの本,窪田 ひろ子／著,ロングセラーズ,198405,699.69,○
191,図書(和書),FM雑誌と僕らの80年代　　　　,,恩藏 茂／著,河出書房新社,200909,699.66,○
192,図書(和書),黄金のテレビデイズ2004-2017　　　　,,亀和田 武／著,いそっぷ社,201802,699.67,○
193,図書(和書),欧州メディアの興亡　　　　,,宇田川 悟／著,リベルタ出版,199807,699.23,○
194,図書(和書),大橋未歩のミホちゃんねる!　　　　,,大橋 未歩／著,集英社,200605,699.39,○
195,図書(和書),オカルト番組はなぜ消えたのか　　　　,,高橋 直子／著,青弓社,201901,699.67,○
196,図書(和書),送り手のメディアリテラシー　　　　,,黒田 勇／編,世界思想社,200509,699.04,○
197,図書(和書),怒る企画術!　　　　ベスト新書 265,ベスト新書 265,吉田 正樹／著,ベストセラーズ,201001,699.67,○
198,図書(和書),おしゃれ　1　　　,,,日本テレビ,197903,699.6,○
199,図書(和書),おテレビ様と日本人　　　　,,林 秀彦／著,成甲書房,200901,699.04,○
200,図書(和書),男よりテレビ、女よりテレビ　　　　,,小倉 千加子／著,朝日新聞出版,200809,699.6,○
201,図書(和書),乙武レポート　　　　,,乙武 洋匡／著,講談社,200005,699.64,○
202,図書(和書),驚こう 学ぼう 楽しもう　　　　,,木村 太郎／著,講談社,198312,699.64,○
203,図書(和書),おはようパーソナリティ道上洋三のないしょ話　　　　朝日文庫 ど11-1,朝日文庫 ど11-1,道上 洋三／著,朝日新聞出版,201405,699.67,○
204,図書(和書),思い出テレビ60年　　　　ステラMOOK,ステラMOOK,NHKサービスセンター／編集,NHKサービスセンター,201301,699.6,○
205,図書(和書),想い出の紅白歌合戦　　　　,,牧山 泰之／[著],鹿砦社,199612,699.66,○
206,図書(和書),親父熱愛(オヤジ・パッション)　Part2　　　講談社文庫,講談社文庫,伊東 四朗／[著],講談社,200301,699.67,○
207,図書(和書),オレたちのプロ野球ニュース　　　　TOKYO NEWS BOOKS,TOKYO NEWS BOOKS,長谷川 晶一／著,東京ニュース通信社,201703,699.65,○
208,図書(和書),折れる力　　　　SB新書 372,SB新書 372,吉田 照幸／著,SBクリエイティブ,201612,699.67,○
209,図書(和書),海外ライヴの贈り物　　　　FM選書,FM選書,成沢 玲子／著,共同通信社,198012,699.66,○
210,図書(和書),かくして革命は国境を越えた　　　　,,NHK取材班／著,日本放送出版協会,199006,699,○
211,図書(和書),拡張するテレビ　　　　実践と応用シリーズ,実践と応用シリーズ,境 治／著,宣伝会議,201608,699.21,○
212,図書(和書),仮説の検証　　　　,,小出 五郎／著,講談社,200709,699.64,○
213,図書(和書),家族とテレビ　　　　,,NHK放送世論調査所／編,日本放送出版協会,198110,699,○
214,図書(和書),カリスマはいらない。　　　　,,和田 勉／著,日経BP社,200604,699.7,○
215,図書(和書),韓国で日本のテレビ番組はどう見られているのか　　　　,,大場 吾郎／著,人文書院,201204,699.221,○
216,図書(和書),関東人間模様　　　　,,テレポートTBS6／編,ぶっくまん,197800,699.6,○
217,図書(和書),外国テレビフィルム盛衰史　　　　,,乾 直明／著,晶文社,199011,699.2,○
218,図書(児童),がんばる!ニュースキャスター　　　　どんぐりブックス 26,どんぐりブックス 26,小田桐 誠／著,ポプラ社,199103,699.39,○
219,図書(和書),危機報道　　　　,,宮田 修／著,関西書院,199509,699.64,○
220,図書(和書),聞く笑う、ツナグ。　　　　小学館文庫 た27-1,小学館文庫 た27-1,高島 彩／著,小学館,201312,699.39,○
221,図書(和書),聞く笑う、ツナグ。　　　　,,高島 彩／著,小学館,201112,699.39,○
222,図書(和書),菊地成孔の粋な夜電波　シーズン9-12　安定期と母の死そして女子力篇　　,,菊地 成孔／著,キノブックス,201903,699.66,○
223,図書(和書),菊地成孔の粋な夜電波　シーズン6-8　前口上とコントの爛熟期篇　　,,菊地 成孔／著,キノブックス,201811,699.66,○
224,図書(和書),菊地成孔の粋な夜電波　シーズン1-5　大震災と歌舞伎町篇　　,,菊地 成孔／著,キノブックス,201710,699.66,○
225,図書(和書),紀元2600年のテレビドラマ　　　　,,森田 創／著,講談社,201607,699.21,○
226,図書(和書),「兆し」をとらえる　　　　角川新書 K-104,角川新書 K-104,野口 雄史／[著],KADOKAWA,201610,699.64,○
227,図書(和書),キミにもできるコミュニティFM　　　　電波の世界で遊んでみようseries,電波の世界で遊んでみようseries,ヒルズ水島／著,CQ出版,200709,699,○
228,図書(和書),君は玉音放送を聞いたか　　　　,,秋山 久／著,旬報社,201808,699.21,○
229,図書(和書),キャスターという仕事　　　　岩波新書 新赤版 1636,岩波新書 新赤版 1636,国谷 裕子／著,岩波書店,201701,699.39,○
230,図書(和書),「きょうの料理」のヒミツ　　　　,,後藤 繁榮／著,平凡社,200603,699.63,○
231,図書(和書),局アナ安住紳一郎　　　　,,安住 紳一郎／著,小学館,200604,699.39,○
232,図書(和書),巨大メディアの攻防　　　　,,K・オーレッタ／[著],新潮社,199304,699.253,○
233,図書(和書),きんさんぎんさんに母を見た　　　　,,村上 允俊／著,すばる書房新社,199206,699.04,○
234,図書(和書),玉音放送　　　　,,竹山 昭子／著,晩声社,198903,699.21,○
235,図書(和書),クイズ100人に聞きました　第8集　　　,,TBSテレビ／編,朝日ソノラマ,198302,699.67,○
236,図書(和書),クイズ100人に聞きました　'90年版　　　,,TBSテレビ／編,朝日ソノラマ,198912,699.67,○
237,図書(和書),クイズ文化の社会学　　　　Sekaishiso seminar,Sekaishiso seminar,石田 佐恵子／編,世界思想社,200303,699.67,○
238,図書(和書),クイズ化するテレビ　　　　青弓社ライブラリー 83,青弓社ライブラリー 83,黄 菊英／著,青弓社,201407,699.67,○
239,図書(和書),宮藤官九郎最強説　　　　,,宮藤 官九郎／著,宝島社,201603,699.67,○
240,図書(和書),久米宏です。　　　　,,久米 宏／著,世界文化クリエイティブ,201709,699.39,○
